title,type,year,genre,idOwner
Devil's Partner,Movie,1960,Horror,tt0051536
Los pequeños gigantes,Movie,1960,Horror,tt0051869
La casa del terror,Movie,1960,Horror,tt0052679
L'amante del vampiro,Movie,1960,Horror,tt0052555
El esqueleto de la señora Morales,Movie,1960,Horror,tt0052784
Les yeux sans visage,Movie,1960,Horror,tt0053459
Densô ningen,Movie,1960,Horror,tt0053758
The Amazing Transparent Man,Movie,1960,Horror,tt0053593
13 Ghosts,Movie,1960,Horror,tt0053559
The Cape Canaveral Monsters,TV Movie,1960,Horror,tt0053692
Devil's Partner,Movie,1960,Horror,tt0051536
Los pequeños gigantes,Movie,1960,Horror,tt0051869
La casa del terror,Movie,1960,Horror,tt0052679
L'amante del vampiro,Movie,1960,Horror,tt0052555
El esqueleto de la señora Morales,Movie,1960,Horror,tt0052784
Les yeux sans visage,Movie,1960,Horror,tt0053459
Densô ningen,Movie,1960,Horror,tt0053758
The Amazing Transparent Man,Movie,1960,Horror,tt0053593
13 Ghosts,Movie,1960,Horror,tt0053559
The Cape Canaveral Monsters,TV Movie,1960,Horror,tt0053692
La marca del muerto,Movie,1961,Horror,tt0054060
The Naked Witch,Movie,1961,Horror,tt0054111
Ercole al centro della Terra,Movie,1961,Horror,tt0054850
La maldición de Nostradamus,Movie,1961,Horror,tt0054054
The Curse of the Werewolf,Movie,1961,Horror,tt0054777
Bloodlust!,Movie,1961,Horror,tt0054691
Doctor Blood's Coffin,Movie,1961,Horror,tt0054823
The Beast of Yucca Flats,Movie,1961,Horror,tt0054673
Creature from the Haunted Sea,Movie,1961,Horror,tt0054768
La chevelure,Short,1961,Horror,tt0054741
La marca del muerto,Movie,1961,Horror,tt0054060
The Naked Witch,Movie,1961,Horror,tt0054111
Ercole al centro della Terra,Movie,1961,Horror,tt0054850
La maldición de Nostradamus,Movie,1961,Horror,tt0054054
The Curse of the Werewolf,Movie,1961,Horror,tt0054777
Bloodlust!,Movie,1961,Horror,tt0054691
Doctor Blood's Coffin,Movie,1961,Horror,tt0054823
The Beast of Yucca Flats,Movie,1961,Horror,tt0054673
Creature from the Haunted Sea,Movie,1961,Horror,tt0054768
La chevelure,Short,1961,Horror,tt0054741
La marca del muerto,Movie,1961,Horror,tt0054060
The Naked Witch,Movie,1961,Horror,tt0054111
Ercole al centro della Terra,Movie,1961,Horror,tt0054850
La maldición de Nostradamus,Movie,1961,Horror,tt0054054
The Curse of the Werewolf,Movie,1961,Horror,tt0054777
Bloodlust!,Movie,1961,Horror,tt0054691
Doctor Blood's Coffin,Movie,1961,Horror,tt0054823
The Beast of Yucca Flats,Movie,1961,Horror,tt0054673
Creature from the Haunted Sea,Movie,1961,Horror,tt0054768
La chevelure,Short,1961,Horror,tt0054741
La marca del muerto,Movie,1961,Horror,tt0054060
The Naked Witch,Movie,1961,Horror,tt0054111
Ercole al centro della Terra,Movie,1961,Horror,tt0054850
La maldición de Nostradamus,Movie,1961,Horror,tt0054054
The Curse of the Werewolf,Movie,1961,Horror,tt0054777
Bloodlust!,Movie,1961,Horror,tt0054691
Doctor Blood's Coffin,Movie,1961,Horror,tt0054823
The Beast of Yucca Flats,Movie,1961,Horror,tt0054673
Creature from the Haunted Sea,Movie,1961,Horror,tt0054768
La chevelure,Short,1961,Horror,tt0054741
The Dungeon of Harrow,Movie,1962,Horror,tt0042423
The Brain That Wouldn't Die,Movie,1962,Horror,tt0052646
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Horror,tt0053694
The Devil's Messenger,Movie,1962,Horror,tt0054807
El barón del terror,Movie,1962,Horror,tt0054668
"Nostradamus, el genio de las tinieblas",Movie,1962,Horror,tt0054917
Frankestein el vampiro y compañía,Movie,1962,Horror,tt0054893
Santo vs. las mujeres vampiro,Movie,1962,Horror,tt0055408
Carnival of Souls,Movie,1962,Horror,tt0055830
El vampiro sangriento,Movie,1962,Horror,tt0055804
The Dungeon of Harrow,Movie,1962,Horror,tt0042423
The Brain That Wouldn't Die,Movie,1962,Horror,tt0052646
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Horror,tt0053694
The Devil's Messenger,Movie,1962,Horror,tt0054807
El barón del terror,Movie,1962,Horror,tt0054668
"Nostradamus, el genio de las tinieblas",Movie,1962,Horror,tt0054917
Frankestein el vampiro y compañía,Movie,1962,Horror,tt0054893
Santo vs. las mujeres vampiro,Movie,1962,Horror,tt0055408
Carnival of Souls,Movie,1962,Horror,tt0055830
El vampiro sangriento,Movie,1962,Horror,tt0055804
The Dungeon of Harrow,Movie,1962,Horror,tt0042423
The Brain That Wouldn't Die,Movie,1962,Horror,tt0052646
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Horror,tt0053694
The Devil's Messenger,Movie,1962,Horror,tt0054807
El barón del terror,Movie,1962,Horror,tt0054668
"Nostradamus, el genio de las tinieblas",Movie,1962,Horror,tt0054917
Frankestein el vampiro y compañía,Movie,1962,Horror,tt0054893
Santo vs. las mujeres vampiro,Movie,1962,Horror,tt0055408
Carnival of Souls,Movie,1962,Horror,tt0055830
El vampiro sangriento,Movie,1962,Horror,tt0055804
The Dungeon of Harrow,Movie,1962,Horror,tt0042423
The Brain That Wouldn't Die,Movie,1962,Horror,tt0052646
Caperucita y Pulgarcito contra los monstruos,Movie,1962,Horror,tt0053694
The Devil's Messenger,Movie,1962,Horror,tt0054807
El barón del terror,Movie,1962,Horror,tt0054668
"Nostradamus, el genio de las tinieblas",Movie,1962,Horror,tt0054917
Frankestein el vampiro y compañía,Movie,1962,Horror,tt0054893
Santo vs. las mujeres vampiro,Movie,1962,Horror,tt0055408
Carnival of Souls,Movie,1962,Horror,tt0055830
El vampiro sangriento,Movie,1962,Horror,tt0055804
La cabeza viviente,Movie,1963,Horror,tt0054711
La casa de los espantos,Movie,1963,Horror,tt0054730
Flaming Creatures,Movie,1963,Horror,tt0054880
La maldición de la Llorona,Movie,1963,Horror,tt0055128
La invasión de los vampiros,Movie,1963,Horror,tt0055021
De Triffids komen,Movie,1963,Horror,tt0055894
Dr. Crippen,Movie,1963,Horror,tt0055927
Sin You Sinners,Movie,1963,Horror,tt0055450
Échenme al vampiro,Movie,1963,Horror,tt0055650
Las luchadoras contra el médico asesino,Movie,1963,Horror,tt0056201
La cabeza viviente,Movie,1963,Horror,tt0054711
La casa de los espantos,Movie,1963,Horror,tt0054730
Flaming Creatures,Movie,1963,Horror,tt0054880
La maldición de la Llorona,Movie,1963,Horror,tt0055128
La invasión de los vampiros,Movie,1963,Horror,tt0055021
De Triffids komen,Movie,1963,Horror,tt0055894
Dr. Crippen,Movie,1963,Horror,tt0055927
Sin You Sinners,Movie,1963,Horror,tt0055450
Échenme al vampiro,Movie,1963,Horror,tt0055650
Las luchadoras contra el médico asesino,Movie,1963,Horror,tt0056201
La cabeza viviente,Movie,1963,Horror,tt0054711
La casa de los espantos,Movie,1963,Horror,tt0054730
Flaming Creatures,Movie,1963,Horror,tt0054880
La maldición de la Llorona,Movie,1963,Horror,tt0055128
La invasión de los vampiros,Movie,1963,Horror,tt0055021
De Triffids komen,Movie,1963,Horror,tt0055894
Dr. Crippen,Movie,1963,Horror,tt0055927
Sin You Sinners,Movie,1963,Horror,tt0055450
Échenme al vampiro,Movie,1963,Horror,tt0055650
Las luchadoras contra el médico asesino,Movie,1963,Horror,tt0056201
La cabeza viviente,Movie,1963,Horror,tt0054711
La casa de los espantos,Movie,1963,Horror,tt0054730
Flaming Creatures,Movie,1963,Horror,tt0054880
La maldición de la Llorona,Movie,1963,Horror,tt0055128
La invasión de los vampiros,Movie,1963,Horror,tt0055021
De Triffids komen,Movie,1963,Horror,tt0055894
Dr. Crippen,Movie,1963,Horror,tt0055927
Sin You Sinners,Movie,1963,Horror,tt0055450
Échenme al vampiro,Movie,1963,Horror,tt0055650
Las luchadoras contra el médico asesino,Movie,1963,Horror,tt0056201
Children of the Damned,Movie,1964,Horror,tt0056931
La duquesa diabólica,Movie,1964,Horror,tt0057019
The Horror of It All,Movie,1964,Horror,tt0057156
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,Movie,1964,Horror,tt0057181
Ella y el miedo,Movie,1964,Horror,tt0055953
Fuego,Movie,1964,Horror,tt0057082
La cripta e l'incubo,Movie,1964,Horror,tt0057280
Il castello dei morti vivi,Movie,1964,Horror,tt0057924
Attack of the Mayan Mummy,TV Movie,1964,Horror,tt0057862
"The Beautiful, the Bloody, and the Bare",Movie,1964,Horror,tt0057876
Children of the Damned,Movie,1964,Horror,tt0056931
La duquesa diabólica,Movie,1964,Horror,tt0057019
The Horror of It All,Movie,1964,Horror,tt0057156
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,Movie,1964,Horror,tt0057181
Ella y el miedo,Movie,1964,Horror,tt0055953
Fuego,Movie,1964,Horror,tt0057082
La cripta e l'incubo,Movie,1964,Horror,tt0057280
Il castello dei morti vivi,Movie,1964,Horror,tt0057924
Attack of the Mayan Mummy,TV Movie,1964,Horror,tt0057862
"The Beautiful, the Bloody, and the Bare",Movie,1964,Horror,tt0057876
Children of the Damned,Movie,1964,Horror,tt0056931
La duquesa diabólica,Movie,1964,Horror,tt0057019
The Horror of It All,Movie,1964,Horror,tt0057156
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,Movie,1964,Horror,tt0057181
Ella y el miedo,Movie,1964,Horror,tt0055953
Fuego,Movie,1964,Horror,tt0057082
La cripta e l'incubo,Movie,1964,Horror,tt0057280
Il castello dei morti vivi,Movie,1964,Horror,tt0057924
Attack of the Mayan Mummy,TV Movie,1964,Horror,tt0057862
"The Beautiful, the Bloody, and the Bare",Movie,1964,Horror,tt0057876
Children of the Damned,Movie,1964,Horror,tt0056931
La duquesa diabólica,Movie,1964,Horror,tt0057019
The Horror of It All,Movie,1964,Horror,tt0057156
The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,Movie,1964,Horror,tt0057181
Ella y el miedo,Movie,1964,Horror,tt0055953
Fuego,Movie,1964,Horror,tt0057082
La cripta e l'incubo,Movie,1964,Horror,tt0057280
Il castello dei morti vivi,Movie,1964,Horror,tt0057924
Attack of the Mayan Mummy,TV Movie,1964,Horror,tt0057862
"The Beautiful, the Bloody, and the Bare",Movie,1964,Horror,tt0057876
Orgy of the Dead,Movie,1965,Horror,tt0054240
Het mysterie van de koffermoord,Movie,1965,Horror,tt0057926
Cien gritos de terror,Movie,1965,Horror,tt0057948
Curse of the Voodoo,Movie,1965,Horror,tt0057984
Curse of the Stone Hand,Movie,1965,Horror,tt0057987
El hacha diabólica,Movie,1965,Horror,tt0058171
I lunghi capelli della morte,Movie,1965,Horror,tt0058307
Out of the Unknown,TV Series,1965,Horror,tt0058836
No Place Like Earth,TV Episode,1965,Horror,tt0059513
Dark Intruder,Movie,1965,Horror,tt0059083
Orgy of the Dead,Movie,1965,Horror,tt0054240
Het mysterie van de koffermoord,Movie,1965,Horror,tt0057926
Cien gritos de terror,Movie,1965,Horror,tt0057948
Curse of the Voodoo,Movie,1965,Horror,tt0057984
Curse of the Stone Hand,Movie,1965,Horror,tt0057987
El hacha diabólica,Movie,1965,Horror,tt0058171
I lunghi capelli della morte,Movie,1965,Horror,tt0058307
Out of the Unknown,TV Series,1965,Horror,tt0058836
No Place Like Earth,TV Episode,1965,Horror,tt0059513
Dark Intruder,Movie,1965,Horror,tt0059083
Orgy of the Dead,Movie,1965,Horror,tt0054240
Het mysterie van de koffermoord,Movie,1965,Horror,tt0057926
Cien gritos de terror,Movie,1965,Horror,tt0057948
Curse of the Voodoo,Movie,1965,Horror,tt0057984
Curse of the Stone Hand,Movie,1965,Horror,tt0057987
El hacha diabólica,Movie,1965,Horror,tt0058171
I lunghi capelli della morte,Movie,1965,Horror,tt0058307
Out of the Unknown,TV Series,1965,Horror,tt0058836
No Place Like Earth,TV Episode,1965,Horror,tt0059513
Dark Intruder,Movie,1965,Horror,tt0059083
Orgy of the Dead,Movie,1965,Horror,tt0054240
Het mysterie van de koffermoord,Movie,1965,Horror,tt0057926
Cien gritos de terror,Movie,1965,Horror,tt0057948
Curse of the Voodoo,Movie,1965,Horror,tt0057984
Curse of the Stone Hand,Movie,1965,Horror,tt0057987
El hacha diabólica,Movie,1965,Horror,tt0058171
I lunghi capelli della morte,Movie,1965,Horror,tt0058307
Out of the Unknown,TV Series,1965,Horror,tt0058836
No Place Like Earth,TV Episode,1965,Horror,tt0059513
Dark Intruder,Movie,1965,Horror,tt0059083
Espectro del estrangulador,Movie,1966,Horror,tt0057045
El sonido de la muerte,Movie,1966,Horror,tt0058601
Blue Demon vs. el poder satánico,Movie,1966,Horror,tt0058980
Dracula: Prince of Darkness,Movie,1966,Horror,tt0059127
Raspoetin de waanzinnige Monnik,Movie,1966,Horror,tt0059635
Profanadores de tumbas,Movie,1966,Horror,tt0059617
Sting of Death,Movie,1966,Horror,tt0059756
Dark Shadows,TV Series,1966,Horror,tt0059978
Incubus,Movie,1966,Horror,tt0059311
Billy the Kid Versus Dracula,Movie,1966,Horror,tt0060168
Espectro del estrangulador,Movie,1966,Horror,tt0057045
El sonido de la muerte,Movie,1966,Horror,tt0058601
Blue Demon vs. el poder satánico,Movie,1966,Horror,tt0058980
Dracula: Prince of Darkness,Movie,1966,Horror,tt0059127
Raspoetin de waanzinnige Monnik,Movie,1966,Horror,tt0059635
Profanadores de tumbas,Movie,1966,Horror,tt0059617
Sting of Death,Movie,1966,Horror,tt0059756
Dark Shadows,TV Series,1966,Horror,tt0059978
Incubus,Movie,1966,Horror,tt0059311
Billy the Kid Versus Dracula,Movie,1966,Horror,tt0060168
Espectro del estrangulador,Movie,1966,Horror,tt0057045
El sonido de la muerte,Movie,1966,Horror,tt0058601
Blue Demon vs. el poder satánico,Movie,1966,Horror,tt0058980
Dracula: Prince of Darkness,Movie,1966,Horror,tt0059127
Raspoetin de waanzinnige Monnik,Movie,1966,Horror,tt0059635
Profanadores de tumbas,Movie,1966,Horror,tt0059617
Sting of Death,Movie,1966,Horror,tt0059756
Dark Shadows,TV Series,1966,Horror,tt0059978
Incubus,Movie,1966,Horror,tt0059311
Billy the Kid Versus Dracula,Movie,1966,Horror,tt0060168
Espectro del estrangulador,Movie,1966,Horror,tt0057045
El sonido de la muerte,Movie,1966,Horror,tt0058601
Blue Demon vs. el poder satánico,Movie,1966,Horror,tt0058980
Dracula: Prince of Darkness,Movie,1966,Horror,tt0059127
Raspoetin de waanzinnige Monnik,Movie,1966,Horror,tt0059635
Profanadores de tumbas,Movie,1966,Horror,tt0059617
Sting of Death,Movie,1966,Horror,tt0059756
Dark Shadows,TV Series,1966,Horror,tt0059978
Incubus,Movie,1966,Horror,tt0059311
Billy the Kid Versus Dracula,Movie,1966,Horror,tt0060168
El barón Brakola,Movie,1967,Horror,tt0056855
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Horror,tt0058606
El camino de los espantos,Movie,1967,Horror,tt0059010
La isla de la muerte,Movie,1967,Horror,tt0059215
El enigma del ataúd,Movie,1967,Horror,tt0060373
Esta Noite Encarnarei no Teu Cadáver,Movie,1967,Horror,tt0060380
The Eye Creatures,TV Movie,1967,Horror,tt0059161
The Big Shave,Short,1967,Horror,tt0061402
Mundo depravados,Movie,1967,Horror,tt0062008
Daikyojû Gappa,Movie,1967,Horror,tt0061550
El barón Brakola,Movie,1967,Horror,tt0056855
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Horror,tt0058606
El camino de los espantos,Movie,1967,Horror,tt0059010
La isla de la muerte,Movie,1967,Horror,tt0059215
El enigma del ataúd,Movie,1967,Horror,tt0060373
Esta Noite Encarnarei no Teu Cadáver,Movie,1967,Horror,tt0060380
The Eye Creatures,TV Movie,1967,Horror,tt0059161
The Big Shave,Short,1967,Horror,tt0061402
Mundo depravados,Movie,1967,Horror,tt0062008
Daikyojû Gappa,Movie,1967,Horror,tt0061550
El barón Brakola,Movie,1967,Horror,tt0056855
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Horror,tt0058606
El camino de los espantos,Movie,1967,Horror,tt0059010
La isla de la muerte,Movie,1967,Horror,tt0059215
El enigma del ataúd,Movie,1967,Horror,tt0060373
Esta Noite Encarnarei no Teu Cadáver,Movie,1967,Horror,tt0060380
The Eye Creatures,TV Movie,1967,Horror,tt0059161
The Big Shave,Short,1967,Horror,tt0061402
Mundo depravados,Movie,1967,Horror,tt0062008
Daikyojû Gappa,Movie,1967,Horror,tt0061550
El barón Brakola,Movie,1967,Horror,tt0056855
"Spider Baby or, the Maddest Story Ever Told",Movie,1967,Horror,tt0058606
El camino de los espantos,Movie,1967,Horror,tt0059010
La isla de la muerte,Movie,1967,Horror,tt0059215
El enigma del ataúd,Movie,1967,Horror,tt0060373
Esta Noite Encarnarei no Teu Cadáver,Movie,1967,Horror,tt0060380
The Eye Creatures,TV Movie,1967,Horror,tt0059161
The Big Shave,Short,1967,Horror,tt0061402
Mundo depravados,Movie,1967,Horror,tt0062008
Daikyojû Gappa,Movie,1967,Horror,tt0061550
Atacan las brujas,Movie,1968,Horror,tt0057858
Tokugawa onna keibatsu-shi,Movie,1968,Horror,tt0059816
The Chinese Room,Movie,1968,Horror,tt0060265
El escapulario,Movie,1968,Horror,tt0060379
Arañas infernales,Movie,1968,Horror,tt0060226
The Hand of Night,Movie,1968,Horror,tt0060154
Curse of the Swamp Creature,TV Movie,1968,Horror,tt0060270
The Blood Beast Terror,Movie,1968,Horror,tt0061411
Necronomicon - Geträumte Sünden,Movie,1968,Horror,tt0062032
Autopsia de un fantasma,Movie,1968,Horror,tt0061372
Atacan las brujas,Movie,1968,Horror,tt0057858
Tokugawa onna keibatsu-shi,Movie,1968,Horror,tt0059816
The Chinese Room,Movie,1968,Horror,tt0060265
El escapulario,Movie,1968,Horror,tt0060379
Arañas infernales,Movie,1968,Horror,tt0060226
The Hand of Night,Movie,1968,Horror,tt0060154
Curse of the Swamp Creature,TV Movie,1968,Horror,tt0060270
The Blood Beast Terror,Movie,1968,Horror,tt0061411
Necronomicon - Geträumte Sünden,Movie,1968,Horror,tt0062032
Autopsia de un fantasma,Movie,1968,Horror,tt0061372
Atacan las brujas,Movie,1968,Horror,tt0057858
Tokugawa onna keibatsu-shi,Movie,1968,Horror,tt0059816
The Chinese Room,Movie,1968,Horror,tt0060265
El escapulario,Movie,1968,Horror,tt0060379
Arañas infernales,Movie,1968,Horror,tt0060226
The Hand of Night,Movie,1968,Horror,tt0060154
Curse of the Swamp Creature,TV Movie,1968,Horror,tt0060270
The Blood Beast Terror,Movie,1968,Horror,tt0061411
Necronomicon - Geträumte Sünden,Movie,1968,Horror,tt0062032
Autopsia de un fantasma,Movie,1968,Horror,tt0061372
Atacan las brujas,Movie,1968,Horror,tt0057858
Tokugawa onna keibatsu-shi,Movie,1968,Horror,tt0059816
The Chinese Room,Movie,1968,Horror,tt0060265
El escapulario,Movie,1968,Horror,tt0060379
Arañas infernales,Movie,1968,Horror,tt0060226
The Hand of Night,Movie,1968,Horror,tt0060154
Curse of the Swamp Creature,TV Movie,1968,Horror,tt0060270
The Blood Beast Terror,Movie,1968,Horror,tt0061411
Necronomicon - Geträumte Sünden,Movie,1968,Horror,tt0062032
Autopsia de un fantasma,Movie,1968,Horror,tt0061372
In the Year 2889,TV Movie,1969,Horror,tt0060536
"Küss mich, Monster",Movie,1969,Horror,tt0061432
Blood of Dracula's Castle,Movie,1969,Horror,tt0061412
La señora Muerte,Movie,1969,Horror,tt0062255
La venganza del sexo,Movie,1969,Horror,tt0062433
The Alphabet,Short,1969,Horror,tt0062653
Spalovac mrtvol,Movie,1969,Horror,tt0063633
La horripilante bestia humana,Movie,1969,Horror,tt0063090
Enigma de muerte,Movie,1969,Horror,tt0062934
'It's Alive!',TV Movie,1969,Horror,tt0063145
In the Year 2889,TV Movie,1969,Horror,tt0060536
"Küss mich, Monster",Movie,1969,Horror,tt0061432
Blood of Dracula's Castle,Movie,1969,Horror,tt0061412
La señora Muerte,Movie,1969,Horror,tt0062255
La venganza del sexo,Movie,1969,Horror,tt0062433
The Alphabet,Short,1969,Horror,tt0062653
Spalovac mrtvol,Movie,1969,Horror,tt0063633
La horripilante bestia humana,Movie,1969,Horror,tt0063090
Enigma de muerte,Movie,1969,Horror,tt0062934
'It's Alive!',TV Movie,1969,Horror,tt0063145
In the Year 2889,TV Movie,1969,Horror,tt0060536
"Küss mich, Monster",Movie,1969,Horror,tt0061432
Blood of Dracula's Castle,Movie,1969,Horror,tt0061412
La señora Muerte,Movie,1969,Horror,tt0062255
La venganza del sexo,Movie,1969,Horror,tt0062433
The Alphabet,Short,1969,Horror,tt0062653
Spalovac mrtvol,Movie,1969,Horror,tt0063633
La horripilante bestia humana,Movie,1969,Horror,tt0063090
Enigma de muerte,Movie,1969,Horror,tt0062934
'It's Alive!',TV Movie,1969,Horror,tt0063145
In the Year 2889,TV Movie,1969,Horror,tt0060536
"Küss mich, Monster",Movie,1969,Horror,tt0061432
Blood of Dracula's Castle,Movie,1969,Horror,tt0061412
La señora Muerte,Movie,1969,Horror,tt0062255
La venganza del sexo,Movie,1969,Horror,tt0062433
The Alphabet,Short,1969,Horror,tt0062653
Spalovac mrtvol,Movie,1969,Horror,tt0063633
La horripilante bestia humana,Movie,1969,Horror,tt0063090
Enigma de muerte,Movie,1969,Horror,tt0062934
'It's Alive!',TV Movie,1969,Horror,tt0063145
El coleccionista de cadáveres,Movie,1970,Horror,tt0061494
O Ritual dos Sádicos,Movie,1970,Horror,tt0062690
Balsamus l'uomo di Satana,Movie,1970,Horror,tt0062701
Sinthia: The Devil's Doll,Movie,1970,Horror,tt0063608
Savage Intruder,Movie,1970,Horror,tt0063552
Il trono di fuoco,Movie,1970,Horror,tt0064727
Kladivo na carodejnice,Movie,1970,Horror,tt0064546
Het Lijk in 't Zwembad,Movie,1970,Horror,tt0064188
El bosque del lobo,Movie,1970,Horror,tt0064105
E Dio disse a Caino...,Movie,1970,Horror,tt0064273
El coleccionista de cadáveres,Movie,1970,Horror,tt0061494
O Ritual dos Sádicos,Movie,1970,Horror,tt0062690
Balsamus l'uomo di Satana,Movie,1970,Horror,tt0062701
Sinthia: The Devil's Doll,Movie,1970,Horror,tt0063608
Savage Intruder,Movie,1970,Horror,tt0063552
Il trono di fuoco,Movie,1970,Horror,tt0064727
Kladivo na carodejnice,Movie,1970,Horror,tt0064546
Het Lijk in 't Zwembad,Movie,1970,Horror,tt0064188
El bosque del lobo,Movie,1970,Horror,tt0064105
E Dio disse a Caino...,Movie,1970,Horror,tt0064273
El coleccionista de cadáveres,Movie,1970,Horror,tt0061494
O Ritual dos Sádicos,Movie,1970,Horror,tt0062690
Balsamus l'uomo di Satana,Movie,1970,Horror,tt0062701
Sinthia: The Devil's Doll,Movie,1970,Horror,tt0063608
Savage Intruder,Movie,1970,Horror,tt0063552
Il trono di fuoco,Movie,1970,Horror,tt0064727
Kladivo na carodejnice,Movie,1970,Horror,tt0064546
Het Lijk in 't Zwembad,Movie,1970,Horror,tt0064188
El bosque del lobo,Movie,1970,Horror,tt0064105
E Dio disse a Caino...,Movie,1970,Horror,tt0064273
El coleccionista de cadáveres,Movie,1970,Horror,tt0061494
O Ritual dos Sádicos,Movie,1970,Horror,tt0062690
Balsamus l'uomo di Satana,Movie,1970,Horror,tt0062701
Sinthia: The Devil's Doll,Movie,1970,Horror,tt0063608
Savage Intruder,Movie,1970,Horror,tt0063552
Il trono di fuoco,Movie,1970,Horror,tt0064727
Kladivo na carodejnice,Movie,1970,Horror,tt0064546
Het Lijk in 't Zwembad,Movie,1970,Horror,tt0064188
El bosque del lobo,Movie,1970,Horror,tt0064105
E Dio disse a Caino...,Movie,1970,Horror,tt0064273
Zombie,Movie,1971,Horror,tt0054724
House of the Black Death,Movie,1971,Horror,tt0059285
La muerte viviente,Movie,1971,Horror,tt0063142
The Incredible Invasion,Movie,1971,Horror,tt0063132
Gebissen wird nur nachts - das Happening der Vampire,Movie,1971,Horror,tt0065762
Sie tötete in Ekstase,Movie,1971,Horror,tt0066104
De kat met de negen staarten,Movie,1971,Horror,tt0065761
La noche de Walpurgis,Movie,1971,Horror,tt0066160
The Corpse,Movie,1971,Horror,tt0065595
The Night Visitor,Movie,1971,Horror,tt0066141
Zombie,Movie,1971,Horror,tt0054724
House of the Black Death,Movie,1971,Horror,tt0059285
La muerte viviente,Movie,1971,Horror,tt0063142
The Incredible Invasion,Movie,1971,Horror,tt0063132
Gebissen wird nur nachts - das Happening der Vampire,Movie,1971,Horror,tt0065762
Sie tötete in Ekstase,Movie,1971,Horror,tt0066104
De kat met de negen staarten,Movie,1971,Horror,tt0065761
La noche de Walpurgis,Movie,1971,Horror,tt0066160
The Corpse,Movie,1971,Horror,tt0065595
The Night Visitor,Movie,1971,Horror,tt0066141
Zombie,Movie,1971,Horror,tt0054724
House of the Black Death,Movie,1971,Horror,tt0059285
La muerte viviente,Movie,1971,Horror,tt0063142
The Incredible Invasion,Movie,1971,Horror,tt0063132
Gebissen wird nur nachts - das Happening der Vampire,Movie,1971,Horror,tt0065762
Sie tötete in Ekstase,Movie,1971,Horror,tt0066104
De kat met de negen staarten,Movie,1971,Horror,tt0065761
La noche de Walpurgis,Movie,1971,Horror,tt0066160
The Corpse,Movie,1971,Horror,tt0065595
The Night Visitor,Movie,1971,Horror,tt0066141
Zombie,Movie,1971,Horror,tt0054724
House of the Black Death,Movie,1971,Horror,tt0059285
La muerte viviente,Movie,1971,Horror,tt0063142
The Incredible Invasion,Movie,1971,Horror,tt0063132
Gebissen wird nur nachts - das Happening der Vampire,Movie,1971,Horror,tt0065762
Sie tötete in Ekstase,Movie,1971,Horror,tt0066104
De kat met de negen staarten,Movie,1971,Horror,tt0065761
La noche de Walpurgis,Movie,1971,Horror,tt0066160
The Corpse,Movie,1971,Horror,tt0065595
The Night Visitor,Movie,1971,Horror,tt0066141
Cerco de terror,Movie,1972,Horror,tt0064143
Chanoc contra el tigre y el vampiro,Movie,1972,Horror,tt0065538
Sweet Kill,Movie,1972,Horror,tt0065424
La furia del Hombre Lobo,Movie,1972,Horror,tt0065750
Drácula contra Frankenstein,Movie,1972,Horror,tt0065660
La cabina,TV Movie,1972,Horror,tt0065513
Escalofrío diabólico,Movie,1972,Horror,tt0067063
Crawlspace,TV Movie,1972,Horror,tt0066954
Burke & Hare,Movie,1972,Horror,tt0066871
Demons of the Mind,Movie,1972,Horror,tt0066982
Cerco de terror,Movie,1972,Horror,tt0064143
Chanoc contra el tigre y el vampiro,Movie,1972,Horror,tt0065538
Sweet Kill,Movie,1972,Horror,tt0065424
La furia del Hombre Lobo,Movie,1972,Horror,tt0065750
Drácula contra Frankenstein,Movie,1972,Horror,tt0065660
La cabina,TV Movie,1972,Horror,tt0065513
Escalofrío diabólico,Movie,1972,Horror,tt0067063
Crawlspace,TV Movie,1972,Horror,tt0066954
Burke & Hare,Movie,1972,Horror,tt0066871
Demons of the Mind,Movie,1972,Horror,tt0066982
Cerco de terror,Movie,1972,Horror,tt0064143
Chanoc contra el tigre y el vampiro,Movie,1972,Horror,tt0065538
Sweet Kill,Movie,1972,Horror,tt0065424
La furia del Hombre Lobo,Movie,1972,Horror,tt0065750
Drácula contra Frankenstein,Movie,1972,Horror,tt0065660
La cabina,TV Movie,1972,Horror,tt0065513
Escalofrío diabólico,Movie,1972,Horror,tt0067063
Crawlspace,TV Movie,1972,Horror,tt0066954
Burke & Hare,Movie,1972,Horror,tt0066871
Demons of the Mind,Movie,1972,Horror,tt0066982
Cerco de terror,Movie,1972,Horror,tt0064143
Chanoc contra el tigre y el vampiro,Movie,1972,Horror,tt0065538
Sweet Kill,Movie,1972,Horror,tt0065424
La furia del Hombre Lobo,Movie,1972,Horror,tt0065750
